epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2518415153026581,4.36991548538208,1e-04,0.2216796875,5.412087440490723
1,0.296875536441803,3.629145383834839,1e-04,0.3815569281578064,3.2092669010162354
2,0.33010995388031006,3.0854644775390625,1e-04,0.3941127359867096,2.733320474624634
3,0.35322046279907227,2.65743088722229,1e-04,0.4284319281578064,2.3680520057678223
4,0.38257986307144165,2.3198859691619873,1e-04,0.4654017984867096,2.027285099029541
5,0.4130214750766754,2.0591626167297363,1e-04,0.4822823703289032,1.8197667598724365
6,0.441927045583725,1.8592473268508911,1e-04,0.5150669813156128,1.6252195835113525
7,0.46901726722717285,1.7081239223480225,1e-04,0.5341796875,1.4916476011276245
8,0.48601850867271423,1.5952006578445435,1e-04,0.5355747938156128,1.4395021200180054
9,0.5066852569580078,1.5088918209075928,1e-04,0.5573381781578064,1.3496891260147095
10,0.516460120677948,1.448006272315979,1e-04,0.5467354655265808,1.3536341190338135
11,0.528713583946228,1.3924486637115479,1e-04,0.5750557780265808,1.2495826482772827
12,0.5358701348304749,1.3527952432632446,1e-04,0.5832868218421936,1.2306795120239258
13,0.5433757901191711,1.3235751390457153,1e-04,0.5825892686843872,1.2089399099349976
14,0.5512654781341553,1.285253643989563,1e-04,0.5792410969734192,1.2070398330688477
15,0.5575144290924072,1.2688976526260376,1e-04,0.5916573405265808,1.1619987487792969
16,0.5606213808059692,1.24973464012146,1e-04,0.5897042155265808,1.173066258430481
17,0.5672194361686707,1.2373936176300049,1e-04,0.5984932780265808,1.1492799520492554
18,0.5722813606262207,1.2199465036392212,1e-04,0.6135602593421936,1.112975001335144
19,0.5774829983711243,1.2033002376556396,1e-04,0.6063057780265808,1.1118792295455933
20,0.5789841413497925,1.189658284187317,1e-04,0.6173270344734192,1.0931308269500732
21,0.5873276591300964,1.1758406162261963,1e-04,0.6174665093421936,1.0816367864608765
22,0.5922150611877441,1.1626615524291992,1e-04,0.6188616156578064,1.096522331237793
23,0.5913771986961365,1.15688157081604,1e-04,0.5989118218421936,1.1305630207061768
24,0.5973119139671326,1.1462668180465698,1e-04,0.6192801594734192,1.0809060335159302
25,0.6056903600692749,1.1343419551849365,1e-04,0.6128627061843872,1.094661831855774
26,0.6029324531555176,1.1304470300674438,1e-04,0.6181640625,1.0896871089935303
27,0.605934739112854,1.121113896369934,1e-04,0.6156529188156128,1.0965217351913452
28,0.6119392514228821,1.107711911201477,1e-04,0.6276506781578064,1.0660035610198975
29,0.6074707508087158,1.1076956987380981,1e-04,0.6326729655265808,1.05208420753479
30,0.6181881427764893,1.0916460752487183,1e-04,0.6247209906578064,1.0727072954177856
31,0.61738520860672,1.0908077955245972,1e-04,0.6231864094734192,1.0750330686569214
32,0.6168266534805298,1.085721731185913,1e-04,0.6208147406578064,1.0719640254974365
33,0.622307538986206,1.077134132385254,1e-04,0.6309989094734192,1.051792025566101
34,0.6265665888786316,1.0735362768173218,1e-04,0.63671875,1.0446184873580933
35,0.6334438920021057,1.0662624835968018,1e-04,0.6453682780265808,1.0314089059829712
36,0.6307907104492188,1.0642004013061523,1e-04,0.6424385905265808,1.0224575996398926
37,0.6351195573806763,1.0517791509628296,1e-04,0.6416015625,1.0235711336135864
38,0.633374035358429,1.0485414266586304,1e-04,0.6404854655265808,1.0409642457962036
39,0.6370396018028259,1.0447524785995483,1e-04,0.6376953125,1.0499879121780396
40,0.6404607892036438,1.0346165895462036,1e-04,0.638671875,1.046850562095642
41,0.6424157619476318,1.0316646099090576,1e-04,0.6456473469734192,1.0281635522842407
42,0.6439169049263,1.025354027748108,1e-04,0.638671875,1.050986647605896
43,0.6432186961174011,1.0224133729934692,1e-04,0.6480189561843872,1.0157392024993896
44,0.6464653611183167,1.0210785865783691,1e-04,0.6482979655265808,1.026842713356018
45,0.6489788889884949,1.017978310585022,1e-04,0.6388114094734192,1.0651652812957764
46,0.6474079489707947,1.0171637535095215,1e-04,0.6453682780265808,1.0351766347885132
47,0.6486297845840454,1.0100454092025757,1e-04,0.6484375,1.0404654741287231
48,0.6498516201972961,1.0059553384780884,1e-04,0.6552734375,1.0267101526260376
49,0.654983401298523,0.9997876882553101,1e-04,0.6517857313156128,1.0200159549713135
50,0.6548437476158142,1.00242280960083,1e-04,0.6534598469734192,1.0130449533462524
51,0.6585791707038879,0.9895639419555664,1e-04,0.6510881781578064,1.0254942178726196
52,0.6587536931037903,0.9882110953330994,1e-04,0.6558314561843872,1.0124434232711792
53,0.6620352864265442,0.9853366017341614,1e-04,0.6389508843421936,1.0769715309143066
54,0.6611624956130981,0.9834234714508057,1e-04,0.6448102593421936,1.0491563081741333
55,0.6660848259925842,0.972091555595398,1e-04,0.6517857313156128,1.0272380113601685
56,0.6618257761001587,0.9765028953552246,1e-04,0.6443917155265808,1.0411847829818726
57,0.6653168201446533,0.9700234532356262,1e-04,0.6510881781578064,1.0387980937957764
58,0.6669226884841919,0.9728334546089172,1e-04,0.6561104655265808,1.0271613597869873
59,0.6685285568237305,0.9687057733535767,1e-04,0.6513671875,1.0302724838256836
60,0.6660848259925842,0.9638116955757141,1e-04,0.6545758843421936,1.0169962644577026
61,0.6705882549285889,0.9535858035087585,1e-04,0.6591796875,1.010387659072876
62,0.6716355681419373,0.9504242539405823,1e-04,0.6509486436843872,1.0326961278915405
63,0.6716006398200989,0.9535974264144897,1e-04,0.6568080186843872,1.0260268449783325
64,0.6736603379249573,0.9496426582336426,1e-04,0.6595982313156128,1.0244940519332886
65,0.6742538213729858,0.9478396773338318,1e-04,0.66015625,1.0197174549102783
66,0.6786524653434753,0.9413647055625916,1e-04,0.6602957844734192,1.0148262977600098
67,0.6794204711914062,0.9416029453277588,1e-04,0.6545758843421936,1.0430916547775269
68,0.6806074380874634,0.9338618516921997,1e-04,0.6526227593421936,1.0218993425369263
69,0.6789666414260864,0.9344984292984009,1e-04,0.6643415093421936,1.0384670495986938
70,0.6810263395309448,0.9292029738426208,1e-04,0.6499720811843872,1.0703002214431763
71,0.6875545382499695,0.9233525991439819,1e-04,0.6598772406578064,1.0304877758026123
72,0.6834351420402527,0.9301416873931885,1e-04,0.6706194281578064,1.010135293006897
73,0.6862977743148804,0.9245792627334595,1e-04,0.6685267686843872,1.0101768970489502
74,0.6877291202545166,0.9191610813140869,1e-04,0.65625,1.0371187925338745
75,0.6877639889717102,0.9162374138832092,1e-04,0.6632254719734192,1.0175963640213013
76,0.6883574724197388,0.9152978658676147,1e-04,0.6586216688156128,1.0409728288650513
77,0.6886018514633179,0.9158221483230591,1e-04,0.6678292155265808,1.0075165033340454
78,0.6913248300552368,0.9066810011863708,1e-04,0.6566685438156128,1.06464421749115
79,0.7091639041900635,0.866658091545105,2e-05,0.6750836968421936,0.9975775480270386
80,0.7148193120956421,0.849111795425415,2e-05,0.6710379719734192,1.020979642868042
81,0.7139116525650024,0.841370701789856,2e-05,0.6736885905265808,1.0052704811096191
82,0.7178565263748169,0.8364154100418091,2e-05,0.6766182780265808,0.9940702319145203
83,0.7177518010139465,0.836739182472229,2e-05,0.6770368218421936,0.9959564805030823
84,0.7203351259231567,0.8270795941352844,2e-05,0.6725725531578064,1.0159717798233032
85,0.7244545221328735,0.8199576735496521,2e-05,0.6806640625,0.9898286461830139
86,0.7183103561401367,0.8298241496086121,2e-05,0.6778739094734192,0.9977315068244934
