epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.33653342723846436,1.734316349029541,1e-04,0.2522321343421936,1.8355233669281006
1,0.4297085106372833,1.5068566799163818,1e-04,0.3228236734867096,1.9237251281738281
2,0.4679001569747925,1.4089967012405396,1e-04,0.451171875,1.5102342367172241
3,0.4896840751171112,1.3544570207595825,1e-04,0.4545200765132904,1.4055063724517822
4,0.5074533224105835,1.3101540803909302,1e-04,0.5050223469734192,1.361118197441101
5,0.5203002095222473,1.2742170095443726,1e-04,0.4740513265132904,1.5047613382339478
6,0.5350672006607056,1.2416173219680786,1e-04,0.5075334906578064,1.3247467279434204
7,0.5442834496498108,1.2165206670761108,1e-04,0.5186942219734192,1.3039090633392334
8,0.5499389171600342,1.2010343074798584,1e-04,0.5008370280265808,1.354491949081421
9,0.559748649597168,1.1710529327392578,1e-04,0.5248326063156128,1.2546404600143433
10,0.5702216625213623,1.1528162956237793,1e-04,0.5627790093421936,1.1567962169647217
11,0.5777273774147034,1.1367958784103394,1e-04,0.5848214030265808,1.1273572444915771
12,0.5809390544891357,1.122257113456726,1e-04,0.5686383843421936,1.1593414545059204
13,0.5868389010429382,1.1059426069259644,1e-04,0.5320870280265808,1.3724387884140015
14,0.5916913747787476,1.097326636314392,1e-04,0.5775669813156128,1.163232684135437
15,0.5986385345458984,1.0810190439224243,1e-04,0.5728236436843872,1.1748536825180054
16,0.6001396179199219,1.0691605806350708,1e-04,0.5792410969734192,1.1275259256362915
17,0.6105428338050842,1.058717966079712,1e-04,0.5834263563156128,1.1261965036392212
18,0.6252748966217041,1.018782138824463,2e-05,0.6130022406578064,1.0342811346054077
19,0.6288008093833923,1.0093334913253784,2e-05,0.6155133843421936,1.0373390913009644
20,0.6309303641319275,1.004595398902893,2e-05,0.6213727593421936,1.0389281511306763
21,0.6350148320198059,0.9928597807884216,2e-05,0.6082589030265808,1.060299038887024
22,0.6330598592758179,0.9963858723640442,2e-05,0.6188616156578064,1.0341575145721436
23,0.6345610022544861,0.991671085357666,2e-05,0.6247209906578064,1.027623176574707
24,0.6374585628509521,0.9861757755279541,2e-05,0.6224888563156128,1.028436303138733
25,0.6365159749984741,0.9791145324707031,2e-05,0.6121651530265808,1.050508737564087
26,0.6406702995300293,0.9774186611175537,2e-05,0.6241629719734192,1.0267175436019897
27,0.6410194039344788,0.978426456451416,2e-05,0.6121651530265808,1.0381313562393188
28,0.6451038718223572,0.9704287648200989,2e-05,0.6174665093421936,1.0301754474639893
29,0.6418222784996033,0.972163200378418,2e-05,0.623046875,1.0214970111846924
30,0.6472333669662476,0.9628345966339111,4e-06,0.6244419813156128,1.0144617557525635
31,0.6484901309013367,0.9601047039031982,4e-06,0.6266741156578064,1.0121040344238281
32,0.6484203338623047,0.956152617931366,4e-06,0.6275111436843872,1.0126014947891235
33,0.6500262022018433,0.9589700698852539,4e-06,0.626953125,1.014728307723999
34,0.6476173996925354,0.9562983512878418,4e-06,0.630859375,1.0107632875442505
35,0.6470937132835388,0.9587664008140564,4e-06,0.6314173936843872,1.0103671550750732
36,0.6506894826889038,0.9577810168266296,4e-06,0.6291852593421936,1.0106931924819946
37,0.6481759548187256,0.9513952732086182,4e-06,0.62890625,1.0063940286636353
38,0.6495723724365234,0.954802930355072,4e-06,0.6328125,1.0096455812454224
39,0.6501657962799072,0.950825035572052,4e-06,0.630859375,1.006775975227356
40,0.6474079489707947,0.9546217322349548,4e-06,0.6305803656578064,1.0110377073287964
41,0.6513527631759644,0.9509013295173645,4e-06,0.62890625,1.0092780590057373
42,0.6527491807937622,0.9493419528007507,4e-06,0.630859375,1.0076119899749756
43,0.6494676470756531,0.9489331245422363,4e-06,0.6280692219734192,1.010668396949768
44,0.653272807598114,0.9490826725959778,4e-06,0.630859375,1.0088939666748047
45,0.6556221842765808,0.9440714716911316,8e-07,0.6314173936843872,1.008482813835144
46,0.6577762365341187,0.941383957862854,8e-07,0.6311383843421936,1.007901668548584
47,0.6562750935554504,0.9467861652374268,8e-07,0.6311383843421936,1.0080833435058594
48,0.6557165384292603,0.9454105496406555,8e-07,0.6291852593421936,1.0091115236282349
49,0.6533077359199524,0.9447808265686035,8e-07,0.6305803656578064,1.0074052810668945
50,0.6544248461723328,0.9439750909805298,8e-07,0.6311383843421936,1.0092499256134033
51,0.6541804671287537,0.9465141892433167,1.6e-07,0.6333705186843872,1.007881999015808
52,0.6543899178504944,0.9449105858802795,1.6e-07,0.6325334906578064,1.0077412128448486
53,0.6517018675804138,0.943955659866333,1.6e-07,0.6328125,1.007820963859558
54,0.6520859003067017,0.9504579305648804,1.6e-07,0.6319754719734192,1.0073820352554321
55,0.655995786190033,0.9436190724372864,1.6e-07,0.6319754719734192,1.0071512460708618
56,0.6533426642417908,0.9461989998817444,1.6e-07,0.6319754719734192,1.0077670812606812
57,0.6537964940071106,0.9467076659202576,1.6e-07,0.6325334906578064,1.0079790353775024
58,0.6554721593856812,0.9436261057853699,3.2e-08,0.6322544813156128,1.007380723953247
59,0.6558212637901306,0.9411383271217346,3.2e-08,0.6316964030265808,1.007596492767334
60,0.6498865485191345,0.9496366381645203,3.2e-08,0.6333705186843872,1.0071090459823608
61,0.6512829661369324,0.9481756687164307,3.2e-08,0.6314173936843872,1.008359432220459
62,0.6527841091156006,0.9482043981552124,3.2e-08,0.6316964030265808,1.007810354232788
63,0.6505847573280334,0.944752037525177,3.2e-08,0.6325334906578064,1.008158564567566
64,0.6536219120025635,0.9448047876358032,6.3999996e-09,0.6319754719734192,1.0080026388168335
65,0.6535171866416931,0.9470453858375549,6.3999996e-09,0.6322544813156128,1.0076234340667725
66,0.6533426642417908,0.9482662677764893,6.3999996e-09,0.6311383843421936,1.008452296257019
67,0.6540757417678833,0.9465177059173584,6.3999996e-09,0.6322544813156128,1.0075289011001587
68,0.6546692252159119,0.9470075964927673,6.3999996e-09,0.6311383843421936,1.008357286453247
69,0.6526793241500854,0.9446973204612732,6.3999996e-09,0.6319754719734192,1.0072046518325806
70,0.6556816101074219,0.9475452303886414,1.2799999e-09,0.6322544813156128,1.0078999996185303
71,0.6529237031936646,0.9474606513977051,1.2799999e-09,0.6325334906578064,1.007874608039856
72,0.6562750935554504,0.9420311450958252,1.2799999e-09,0.6314173936843872,1.0079913139343262
73,0.6555070877075195,0.9472230672836304,1.2799999e-09,0.6325334906578064,1.0080090761184692
74,0.653272807598114,0.9436206817626953,1.2799999e-09,0.6319754719734192,1.0063711404800415
75,0.6530982851982117,0.9457986354827881,1.2799999e-09,0.6322544813156128,1.007361888885498
76,0.6570780277252197,0.9430351853370667,2.5599997e-10,0.6322544813156128,1.007944107055664
77,0.655227780342102,0.945379376411438,2.5599997e-10,0.6322544813156128,1.0069561004638672
78,0.6530982851982117,0.948589026927948,2.5599997e-10,0.6319754719734192,1.0075210332870483
79,0.6526095271110535,0.9450870752334595,2.5599997e-10,0.6316964030265808,1.0091452598571777
80,0.6547390222549438,0.9441885352134705,2.5599997e-10,0.6311383843421936,1.0079190731048584
81,0.6549485325813293,0.9449093341827393,2.5599997e-10,0.6319754719734192,1.0079319477081299
82,0.6540408730506897,0.9461615681648254,5.1199996e-11,0.6328125,1.0078232288360596
83,0.6561354398727417,0.9446971416473389,5.1199996e-11,0.6322544813156128,1.0086565017700195
84,0.6536219120025635,0.945970892906189,5.1199996e-11,0.6328125,1.0071901082992554
85,0.6508989334106445,0.9494227170944214,5.1199996e-11,0.6325334906578064,1.0071423053741455
86,0.6540757417678833,0.946466326713562,5.1199996e-11,0.6328125,1.0071606636047363
87,0.6540059447288513,0.9422617554664612,5.1199996e-11,0.6319754719734192,1.0077825784683228
88,0.6541106700897217,0.9463289976119995,1.0239999e-11,0.6311383843421936,1.0079017877578735
89,0.6543550491333008,0.9468359351158142,1.0239999e-11,0.6311383843421936,1.0080554485321045
90,0.655856192111969,0.9463239908218384,1.0239999e-11,0.6325334906578064,1.0071593523025513
91,0.6523302793502808,0.9495367407798767,1.0239999e-11,0.6333705186843872,1.0077000856399536
92,0.6592075228691101,0.9430323243141174,1.0239999e-11,0.6325334906578064,1.0083166360855103
93,0.6533077359199524,0.9445502161979675,1.0239999e-11,0.6314173936843872,1.0076277256011963
94,0.6516320705413818,0.9453238844871521,2.0479998e-12,0.6314173936843872,1.0081135034561157
95,0.6543899178504944,0.9480829238891602,2.0479998e-12,0.6330915093421936,1.0077404975891113
96,0.6554372310638428,0.943959653377533,2.0479998e-12,0.6316964030265808,1.0076569318771362
97,0.6530284285545349,0.9455779194831848,2.0479998e-12,0.6316964030265808,1.0081264972686768
98,0.6551928520202637,0.9470147490501404,2.0479998e-12,0.6322544813156128,1.0077224969863892
99,0.6507592797279358,0.9485431909561157,2.0479998e-12,0.6322544813156128,1.0083582401275635
100,0.6565194725990295,0.9426156878471375,4.0959995e-13,0.6316964030265808,1.0082707405090332
