epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3342991769313812,1.7372223138809204,1e-04,0.1741071492433548,2.0116734504699707
1,0.42244720458984375,1.5240627527236938,1e-04,0.4388950765132904,1.4734227657318115
2,0.4596264660358429,1.42633855342865,1e-04,0.4267578125,1.516510248184204
3,0.49006807804107666,1.3582079410552979,1e-04,0.4510323703289032,1.4892741441726685
4,0.5075929760932922,1.3125059604644775,1e-04,0.4768415093421936,1.4209777116775513
5,0.5170884728431702,1.2797566652297974,1e-04,0.5170201063156128,1.2716280221939087
6,0.5321347713470459,1.2479403018951416,1e-04,0.51953125,1.2887777090072632
7,0.5431663393974304,1.2189812660217285,1e-04,0.5234375,1.2508643865585327
8,0.5502181649208069,1.1993443965911865,1e-04,0.5330635905265808,1.2557309865951538
9,0.5624716281890869,1.177571177482605,1e-04,0.5326451063156128,1.2808979749679565
10,0.5674986839294434,1.1591124534606934,1e-04,0.544921875,1.2695573568344116
11,0.5742014050483704,1.1397677659988403,1e-04,0.5503627061843872,1.1905410289764404
12,0.5813928842544556,1.1202502250671387,1e-04,0.5372489094734192,1.216712236404419
13,0.5898062586784363,1.1058658361434937,1e-04,0.5276227593421936,1.2883330583572388
14,0.5922848582267761,1.0938104391098022,1e-04,0.5493861436843872,1.2455828189849854
15,0.5978704690933228,1.0831328630447388,1e-04,0.5343192219734192,1.2966556549072266
16,0.6002443432807922,1.0660399198532104,1e-04,0.5768694281578064,1.1519505977630615
17,0.6055856347084045,1.0601903200149536,1e-04,0.5594307780265808,1.2160392999649048
18,0.6123232841491699,1.0443881750106812,1e-04,0.5797991156578064,1.1595734357833862
19,0.6170012354850769,1.03544020652771,1e-04,0.5645926594734192,1.2510517835617065
20,0.620980978012085,1.027631402015686,1e-04,0.5863560438156128,1.1342642307281494
21,0.6282771825790405,1.0153504610061646,1e-04,0.5789620280265808,1.1372981071472168
22,0.6297783255577087,1.003040075302124,1e-04,0.5964006781578064,1.0883597135543823
23,0.6317682266235352,0.9962942600250244,1e-04,0.6000279188156128,1.1502689123153687
24,0.6342816948890686,0.9890745282173157,1e-04,0.5943080186843872,1.1108667850494385
25,0.6377727389335632,0.9819993376731873,1e-04,0.6063057780265808,1.0687987804412842
26,0.6421015858650208,0.9673762917518616,1e-04,0.607421875,1.0904597043991089
27,0.6463955044746399,0.960115909576416,1e-04,0.6071428656578064,1.0778995752334595
28,0.6515622138977051,0.949731707572937,1e-04,0.6015625,1.1063061952590942
29,0.6558910608291626,0.9391728639602661,1e-04,0.5923548936843872,1.1362258195877075
30,0.6592773795127869,0.9314590096473694,1e-04,0.5986328125,1.112629771232605
31,0.6608133912086487,0.9237273335456848,1e-04,0.6075614094734192,1.0878047943115234
32,0.6622447371482849,0.9207092523574829,1e-04,0.6057477593421936,1.1120431423187256
33,0.6673765182495117,0.908508837223053,1e-04,0.6162109375,1.0694079399108887
34,0.6724035739898682,0.8981034755706787,1e-04,0.6090959906578064,1.099270224571228
35,0.671146810054779,0.8904420137405396,1e-04,0.6192801594734192,1.0257948637008667
36,0.6747076511383057,0.8863667845726013,1e-04,0.6277901530265808,1.0343023538589478
37,0.6826671361923218,0.87701416015625,1e-04,0.6159319281578064,1.0741971731185913
38,0.6796299815177917,0.8723429441452026,1e-04,0.609375,1.107054591178894
39,0.688148021697998,0.8586047291755676,1e-04,0.6086774468421936,1.0569541454315186
40,0.6916041374206543,0.8552848696708679,1e-04,0.6279296875,1.0440492630004883
41,0.6913946866989136,0.8501981496810913,1e-04,0.6061663031578064,1.1416082382202148
42,0.6953395009040833,0.8398516178131104,1e-04,0.6280692219734192,1.04194176197052
43,0.7008203864097595,0.8285896182060242,1e-04,0.6388114094734192,1.0088409185409546
44,0.7023215293884277,0.8270538449287415,1e-04,0.6304408311843872,1.0659326314926147
45,0.7046256065368652,0.8150473237037659,1e-04,0.6224888563156128,1.0809699296951294
46,0.703124463558197,0.8146060705184937,1e-04,0.6434151530265808,1.0029661655426025
47,0.7112933993339539,0.8028571605682373,1e-04,0.6307198405265808,1.0550440549850464
48,0.7101702094078064,0.7986176609992981,1e-04,0.6344866156578064,1.0643353462219238
49,0.7113283276557922,0.7914506196975708,1e-04,0.6248604655265808,1.0481350421905518
50,0.7132135033607483,0.7848294377326965,1e-04,0.6194196343421936,1.0817170143127441
51,0.7199860215187073,0.775962233543396,1e-04,0.6407645344734192,1.0231367349624634
52,0.7269331216812134,0.7650940418243408,1e-04,0.6343470811843872,1.0599949359893799
53,0.7391865849494934,0.7337220311164856,2e-05,0.6566685438156128,0.9711264371871948
54,0.7466224431991577,0.719214916229248,2e-05,0.6535993218421936,0.9811428189277649
55,0.7469017505645752,0.7134686708450317,2e-05,0.6569475531578064,0.9632981419563293
56,0.7498341798782349,0.7051218152046204,2e-05,0.6572265625,0.9678848385810852
57,0.7507767677307129,0.7080289721488953,2e-05,0.6625279188156128,0.9647659659385681
58,0.7514051198959351,0.6986103057861328,2e-05,0.6559709906578064,0.965604305267334
59,0.7524873614311218,0.6989149451255798,2e-05,0.6607142686843872,0.9674009084701538
60,0.7559085488319397,0.6971048712730408,2e-05,0.6563895344734192,0.967147946357727
61,0.7532902956008911,0.6961153745651245,2e-05,0.6534598469734192,0.9814009666442871
62,0.7530109882354736,0.6928945779800415,2e-05,0.6605747938156128,0.9686797261238098
63,0.7620876431465149,0.6908222436904907,2e-05,0.658203125,0.9664753675460815
64,0.7637633085250854,0.6791253089904785,4e-06,0.6611328125,0.9608110189437866
65,0.7627858519554138,0.6772559285163879,4e-06,0.6612723469734192,0.9594954252243042
66,0.7639727592468262,0.6767383217811584,4e-06,0.6611328125,0.9620758295059204
67,0.7661721110343933,0.6753569841384888,4e-06,0.6605747938156128,0.9605985283851624
68,0.7661721110343933,0.6732128858566284,4e-06,0.6626673936843872,0.9576534032821655
69,0.7647058963775635,0.6763606071472168,4e-06,0.6615513563156128,0.9573993682861328
70,0.7643917202949524,0.6767311096191406,4e-06,0.6626673936843872,0.9602713584899902
71,0.7657532095909119,0.6706646680831909,4e-06,0.6618303656578064,0.9587435126304626
72,0.7645313143730164,0.6747940182685852,4e-06,0.6616908311843872,0.9595996737480164
73,0.7628556489944458,0.6777251958847046,4e-06,0.6605747938156128,0.9594454169273376
74,0.7657880783081055,0.6743708848953247,4e-06,0.6611328125,0.9606549143791199
75,0.7668353915214539,0.6710103750228882,8e-07,0.6618303656578064,0.9591588973999023
76,0.7657182812690735,0.6739727854728699,8e-07,0.6600167155265808,0.9589537382125854
77,0.7637283802032471,0.6694545149803162,8e-07,0.6604352593421936,0.9597254395484924
78,0.7686856389045715,0.666991651058197,8e-07,0.6609932780265808,0.9591617584228516
79,0.7677081227302551,0.6677982211112976,8e-07,0.6616908311843872,0.9593081474304199
80,0.7692791223526001,0.6691336035728455,8e-07,0.6612723469734192,0.9601625204086304
81,0.7677430510520935,0.665256917476654,1.6e-07,0.662109375,0.9591718912124634
82,0.7672892212867737,0.6686167120933533,1.6e-07,0.6609932780265808,0.9576391577720642
